Length	Amplitude	Phase
563.283	-0.215968	0.629432
563.596	0.294635	-2.22405
563.91	1.09205	0.513232
564.223	0.413492	0.309059
564.536	-0.293644	-1.09047
564.85	-0.722977	-1.34421
565.163	-1.97494	-1.44715
565.476	1.62776	0.597374
565.789	-0.0604001	0.0175471
566.103	1.0618	0.356256
566.416	-0.187846	0.109771
566.729	1.85911	0.483403
567.043	1.71246	-0.654091
567.356	1.40545	0.0542998
567.669	-0.476062	-0.533379
567.982	0.833602	-1.53493
568.296	-0.03876	0.500384
568.609	0.253589	0.396166
568.922	1.26393	-1.66148
569.236	1.10305	-0.233456
569.549	0.351905	1.32739
569.862	1.29632	-0.58013
570.175	0.930697	0.227895
570.489	0.841813	-0.877105
570.802	0.42458	-1.25589
571.115	-1.0626	1.26954
571.429	0.366821	-0.885227
571.742	-0.844992	1.04599
572.055	-0.818041	0.244618
572.368	0.760048	-0.787484
572.682	0.613393	-1.48911
572.995	-1.03822	-0.843119
573.308	-0.696963	2.73179
573.622	0.599418	-1.02779
573.935	0.034721	0.705746
574.248	0.0116185	-0.762295
574.561	-0.446371	1.17785
574.875	0.922164	1.08658
575.188	0.60464	-0.476313
575.501	0.0175402	-2.1515
575.814	1.82811	-0.20846
576.128	0.287826	-0.881366
576.441	-0.278763	-0.0150965
576.754	0.590922	0.505443
577.068	0.195936	0.979203
577.381	0.142298	-1.04843
577.694	1.82011	0.338765
578.008	0.644912	-1.0628
578.321	1.41238	0.112005
578.634	0.806723	-2.04539
578.947	-0.781555	-2.37201
579.261	0.134858	-0.479854
579.574	-0.180013	-0.419709
579.887	0.0177955	-1.57295
580.201	1.17114	-0.109527
580.514	1.21475	-0.632266
580.827	-1.18034	-2.05863
581.14	-1.01807	-1.10185
581.454	2.0215	0.0389889
581.767	0.0466936	-1.42481
582.08	1.27976	-0.101241
582.394	-0.733083	-0.455367
582.707	-0.294257	0.269731
583.02	1.8598	0.517998
583.333	1.72708	-0.611302
583.647	0.864847	1.53029
583.96	0.299251	-0.964979
584.273	-0.366618	-1.38288
584.587	-0.612095	-0.506455
584.9	0.909634	0.688885
585.213	3.5044	0.408829
585.526	0.229964	-0.8565
585.84	1.29922	-0.429454
586.153	0.604073	-0.996786
586.466	2.39173	-1.18202
586.779	1.46011	-1.17548
587.093	-0.0930373	-1.05051
587.406	-0.216559	-0.325435
587.719	0.99148	-1.60555
588.033	0.347355	0.0703486
588.346	1.14672	0.368765
588.659	1.55878	-1.51289
588.972	0.872715	-0.802743
589.286	-0.139918	0.487175
589.599	1.6121	-1.75717
589.912	-0.314638	-0.120866
590.226	-0.0307815	-1.63936
590.539	-1.08267	0.0863528
590.852	-0.395346	1.41637
591.165	-0.133191	0.132153
591.479	-0.135975	0.045929
591.792	1.01102	-1.59191
592.105	1.61324	-1.32549
592.418	0.0591561	-1.06866
592.732	-0.277723	1.48939
593.045	1.14672	1.16131
593.358	1.79578	-2.20603
593.672	0.197232	0.401689
593.985	1.31066	-1.14484
594.298	0.527804	1.41588
594.611	1.16057	-0.590351
594.925	1.10042	-1.84026
595.238	0.132149	-1.0601
595.551	1.31132	0.133999
595.865	-0.760137	-0.808369
596.178	-0.362058	-0.26174
596.491	1.06427	0.06389
596.804	0.505372	-1.14581
597.118	0.469482	-2.78376
597.431	-0.175066	-0.0214106
597.744	-0.812817	-2.08071
598.058	-0.289446	-0.954385
598.371	-1.11342	-2.04896
598.684	-1.41887	-0.701099
598.997	0.606881	-0.105316
599.311	1.1001	0.446496
599.624	0.821106	-0.366058
599.937	0.520572	0.267462
600.251	0.536082	-0.115264
600.564	-0.988582	-0.682112
600.877	0.234718	-0.111487
601.191	1.21014	0.00977079
601.504	-0.61643	-1.54988
601.817	0.884737	0.855071
602.13	-1.27177	-0.0529891
602.444	1.76367	0.696577
602.757	3.34855	0.49818
603.07	0.207206	-0.728757
603.384	0.264687	0.1375
603.697	0.207466	-2.69255
604.01	0.662459	-1.35204
604.323	0.878797	0.458842
604.637	1.91712	0.162031
604.95	2.71408	-1.65934
605.263	-0.901035	-2.44998
605.576	1.78547	-0.335861
605.89	-0.337543	-1.04533
606.203	1.50116	-0.580954
606.516	0.449607	-0.58752
606.83	-0.788026	0.120068
607.143	-0.453652	0.399418
607.456	1.89879	-0.78928
607.769	-0.972021	0.784397
608.083	-0.0839928	-0.821828
608.396	0.767776	-1.04937
608.709	0.140848	-0.63903
609.023	-0.693592	0.259863
609.336	0.310645	-0.185479
609.649	-1.19622	0.848352
609.962	0.515782	-0.112077
610.276	-0.684009	1.62279
610.589	1.08965	1.32563
610.902	1.33135	-1.35416
611.216	1.62524	-0.208437
611.529	1.51105	-0.852821
611.842	1.20414	0.222376
612.155	-0.650725	0.954732
612.469	0.321712	1.38938
612.782	2.54595	-0.0630008
613.095	0.485948	-1.72068
613.409	-0.78551	1.38081
613.722	0.936045	-0.566595
614.035	-0.0597092	1.53757
614.348	0.438064	-1.17105
614.662	0.625085	-2.02056
614.975	-1.20575	-0.148909
615.288	0.240466	0.914838
615.601	-1.52434	-1.00277
615.915	0.472978	-0.836449
616.228	0.405	0.112744
616.541	0.563547	-1.68965
616.855	-0.715854	-2.1125
617.168	-1.11681	0.337912
617.481	0.0946034	-0.111789
617.794	-0.662993	0.683909
618.108	-0.473355	-1.00682
618.421	1.24487	0.885104
618.734	1.56253	0.723905
619.048	-0.112187	1.66238
619.361	1.53105	-0.591752
619.674	-0.0674708	1.41995
619.987	-0.394332	-0.725031
620.301	0.194894	-0.286227
620.614	0.952634	0.446098
620.927	0.914067	-0.830914
621.241	-0.707429	-0.991283
621.554	1.22248	0.120812
621.867	0.839799	-0.601964
622.181	2.31721	0.517552
622.494	1.63064	-0.722236
622.807	-0.998776	-1.96365
623.12	1.28302	-0.103778
623.434	1.51504	-2.27101
623.747	1.83634	0.369422
624.06	0.170765	0.436116
624.373	2.16837	0.0322736
624.687	1.30521	-1.29284
625	-1.58511	0.107534
625.313	0.904309	1.04978
625.627	0.502602	0.471963
625.94	1.89291	0.927109
626.253	0.0452032	1.6577
626.566	0.485052	-0.315171
626.88	0.329925	0.384196
627.193	2.35398	0.577719
627.506	-1.01483	0.108273
627.819	1.53466	-1.47083
628.133	0.710119	0.502799
628.446	0.538652	0.716931
628.759	-0.0545501	-0.0236658
629.073	0.9173	1.00608
629.386	1.65663	1.72941
629.699	1.99401	0.982675
630.013	0.248241	1.68179
630.326	1.70959	-0.609114
630.639	1.19267	-0.52232
630.952	0.790652	1.46402
631.266	1.37103	-0.367405
631.579	0.109958	1.65647
631.892	-0.60778	-0.217237
632.206	0.59799	1.02908
632.519	0.664627	-0.490186
632.832	-0.822124	-1.41678
633.145	-0.155168	1.18354
633.459	0.44743	0.154184
633.772	0.252506	0.75891
634.085	0.58403	-1.13639
634.399	1.41898	-1.54402
634.712	0.183869	0.474134
635.025	1.17624	-0.031522
635.338	0.249318	-2.13863
635.652	1.93499	0.0867981
635.965	-0.557307	0.956664
636.278	1.22586	-0.867662
636.591	0.397415	-0.249567
636.905	0.20109	1.7006
637.218	0.981828	0.541266
637.531	1.65362	0.422141
637.845	1.10186	-0.326388
638.158	2.67625	0.0470972
638.471	-0.20678	-0.758444
638.784	-0.127721	-0.286538
639.098	1.4943	-1.41517
639.411	-1.11983	0.191417
639.724	1.56378	-1.38779
640.038	1.95966	0.888207
640.351	1.44737	-1.53071
640.664	1.08593	-0.185354
640.977	1.20805	-0.0642492
641.291	2.66496	0.0386599
641.604	1.7181	2.95694e-12
641.917	2.66496	-0.0386599
642.231	1.20805	0.0642492
642.544	1.08593	0.185354
642.857	1.44737	1.53071
643.17	1.95966	-0.888207
643.484	1.56378	1.38779
643.797	-1.11983	-0.191417
644.11	1.4943	1.41517
644.424	-0.127721	0.286538
644.737	-0.20678	0.758444
645.05	2.67625	-0.0470972
645.363	1.10186	0.326388
645.677	1.65362	-0.422141
645.99	0.981828	-0.541266
646.303	0.20109	-1.7006
646.616	0.397415	0.249567
646.93	1.22586	0.867662
647.243	-0.557307	-0.956664
647.556	1.93499	-0.0867981
647.87	0.249318	2.13863
648.183	1.17624	0.031522
648.496	0.183869	-0.474134
648.809	1.41898	1.54402
649.123	0.58403	1.13639
649.436	0.252506	-0.75891
649.749	0.44743	-0.154184
650.063	-0.155168	-1.18354
650.376	-0.822124	1.41678
650.689	0.664627	0.490186
651.003	0.59799	-1.02908
651.316	-0.60778	0.217237
651.629	0.109958	-1.65647
651.942	1.37103	0.367405
652.256	0.790652	-1.46402
652.569	1.19267	0.52232
652.882	1.70959	0.609114
653.196	0.248241	-1.68179
653.509	1.99401	-0.982675
653.822	1.65663	-1.72941
654.135	0.9173	-1.00608
654.449	-0.0545501	0.0236658
654.762	0.538652	-0.716931
655.075	0.710119	-0.502799
655.389	1.53466	1.47083
655.702	-1.01483	-0.108273
656.015	2.35398	-0.577719
656.328	0.329925	-0.384196
656.642	0.485052	0.315171
656.955	0.0452032	-1.6577
657.268	1.89291	-0.927109
657.582	0.502602	-0.471963
657.895	0.904309	-1.04978
658.208	-1.58511	-0.107534
658.521	1.30521	1.29284
658.835	2.16837	-0.0322736
659.148	0.170765	-0.436116
659.461	1.83634	-0.369422
659.774	1.51504	2.27101
660.088	1.28302	0.103778
660.401	-0.998776	1.96365
660.714	1.63064	0.722236
661.028	2.31721	-0.517552
661.341	0.839799	0.601964
661.654	1.22248	-0.120812
661.967	-0.707429	0.991283
662.281	0.914067	0.830914
662.594	0.952634	-0.446098
662.907	0.194894	0.286227
663.221	-0.394332	0.725031
663.534	-0.0674708	-1.41995
663.847	1.53105	0.591752
664.16	-0.112187	-1.66238
664.474	1.56253	-0.723905
664.787	1.24487	-0.885104
665.1	-0.473355	1.00682
665.413	-0.662993	-0.683909
665.727	0.0946034	0.111789
666.04	-1.11681	-0.337912
666.353	-0.715854	2.1125
666.667	0.563547	1.68965
666.98	0.405	-0.112744
667.293	0.472978	0.836449
667.606	-1.52434	1.00277
667.92	0.240466	-0.914838
668.233	-1.20575	0.148909
668.546	0.625085	2.02056
668.86	0.438064	1.17105
669.173	-0.0597092	-1.53757
669.486	0.936045	0.566595
669.799	-0.78551	-1.38081
670.113	0.485948	1.72068
670.426	2.54595	0.0630008
670.739	0.321712	-1.38938
671.053	-0.650725	-0.954732
671.366	1.20414	-0.222376
671.679	1.51105	0.852821
671.992	1.62524	0.208437
672.306	1.33135	1.35416
672.619	1.08965	-1.32563
672.932	-0.684009	-1.62279
673.246	0.515782	0.112077
673.559	-1.19622	-0.848352
673.872	0.310645	0.185479
674.186	-0.693592	-0.259863
674.499	0.140848	0.63903
674.812	0.767776	1.04937
675.125	-0.0839928	0.821828
675.439	-0.972021	-0.784397
675.752	1.89879	0.78928
676.065	-0.453652	-0.399418
676.378	-0.788026	-0.120068
676.692	0.449607	0.58752
677.005	1.50116	0.580954
677.318	-0.337543	1.04533
677.632	1.78547	0.335861
677.945	-0.901035	2.44998
678.258	2.71408	1.65934
678.571	1.91712	-0.162031
678.885	0.878797	-0.458842
679.198	0.662459	1.35204
679.511	0.207466	2.69255
679.825	0.264687	-0.1375
680.138	0.207206	0.728757
680.451	3.34855	-0.49818
680.764	1.76367	-0.696577
681.078	-1.27177	0.0529891
681.391	0.884737	-0.855071
681.704	-0.61643	1.54988
682.018	1.21014	-0.00977079
682.331	0.234718	0.111487
682.644	-0.988582	0.682112
682.957	0.536082	0.115264
683.271	0.520572	-0.267462
683.584	0.821106	0.366058
683.897	1.1001	-0.446496
684.211	0.606881	0.105316
684.524	-1.41887	0.701099
684.837	-1.11342	2.04896
685.15	-0.289446	0.954385
685.464	-0.812817	2.08071
685.777	-0.175066	0.0214106
686.09	0.469482	2.78376
686.404	0.505372	1.14581
686.717	1.06427	-0.06389
687.03	-0.362058	0.26174
687.343	-0.760137	0.808369
687.657	1.31132	-0.133999
687.97	0.132149	1.0601
688.283	1.10042	1.84026
688.596	1.16057	0.590351
688.91	0.527804	-1.41588
689.223	1.31066	1.14484
689.536	0.197232	-0.401689
689.85	1.79578	2.20603
690.163	1.14672	-1.16131
690.476	-0.277723	-1.48939
690.789	0.0591561	1.06866
691.103	1.61324	1.32549
691.416	1.01102	1.59191
691.729	-0.135975	-0.045929
692.043	-0.133191	-0.132153
692.356	-0.395346	-1.41637
692.669	-1.08267	-0.0863528
692.982	-0.0307815	1.63936
693.296	-0.314638	0.120866
693.609	1.6121	1.75717
693.922	-0.139918	-0.487175
694.236	0.872715	0.802743
694.549	1.55878	1.51289
694.862	1.14672	-0.368765
695.175	0.347355	-0.0703486
695.489	0.99148	1.60555
695.802	-0.216559	0.325435
696.115	-0.0930373	1.05051
696.429	1.46011	1.17548
696.742	2.39173	1.18202
697.055	0.604073	0.996786
697.368	1.29922	0.429454
697.682	0.229964	0.8565
697.995	3.5044	-0.408829
698.308	0.909634	-0.688885
698.622	-0.612095	0.506455
698.935	-0.366618	1.38288
699.248	0.299251	0.964979
699.561	0.864847	-1.53029
699.875	1.72708	0.611302
700.188	1.8598	-0.517998
700.501	-0.294257	-0.269731
700.814	-0.733083	0.455367
701.128	1.27976	0.101241
701.441	0.0466936	1.42481
701.754	2.0215	-0.0389889
702.068	-1.01807	1.10185
702.381	-1.18034	2.05863
702.694	1.21475	0.632266
703.008	1.17114	0.109527
703.321	0.0177955	1.57295
703.634	-0.180013	0.419709
703.947	0.134858	0.479854
704.261	-0.781555	2.37201
704.574	0.806723	2.04539
704.887	1.41238	-0.112005
705.201	0.644912	1.0628
705.514	1.82011	-0.338765
705.827	0.142298	1.04843
706.14	0.195936	-0.979203
706.454	0.590922	-0.505443
706.767	-0.278763	0.0150965
707.08	0.287826	0.881366
707.394	1.82811	0.20846
707.707	0.0175402	2.1515
708.02	0.60464	0.476313
708.333	0.922164	-1.08658
708.647	-0.446371	-1.17785
708.96	0.0116185	0.762295
709.273	0.034721	-0.705746
709.587	0.599418	1.02779
709.9	-0.696963	-2.73179
710.213	-1.03822	0.843119
710.526	0.613393	1.48911
710.84	0.760048	0.787484
711.153	-0.818041	-0.244618
711.466	-0.844992	-1.04599
711.779	0.366821	0.885227
712.093	-1.0626	-1.26954
712.406	0.42458	1.25589
712.719	0.841813	0.877105
713.033	0.930697	-0.227895
713.346	1.29632	0.58013
713.659	0.351905	-1.32739
713.972	1.10305	0.233456
714.286	1.26393	1.66148
714.599	0.253589	-0.396166
714.912	-0.03876	-0.500384
715.226	0.833602	1.53493
715.539	-0.476062	0.533379
715.852	1.40545	-0.0542998
716.165	1.71246	0.654091
716.479	1.85911	-0.483403
716.792	-0.187846	-0.109771
717.105	1.0618	-0.356256
717.418	-0.0604001	-0.0175471
717.732	1.62776	-0.597374
718.045	-1.97494	1.44715
718.358	-0.722977	1.34421
718.672	-0.293644	1.09047
718.985	0.413492	-0.309059
719.298	1.09205	-0.513232
719.611	0.294635	2.22405
719.925	-0.215968	-0.629432
720.238	-0.709858	1.34648
720.551	-0.0645558	1.6501
720.865	0.051028	1.09563
721.178	-1.0238	1.2915
721.491	0.628964	0.352418
721.804	-2.56022	0.967286
722.118	-0.818357	1.54101
722.431	1.4438	-0.238853
722.744	-0.5066	0.502516
723.058	-1.74541	1.38461
723.371	-0.590764	-0.541536
723.684	1.91119	1.05426
723.997	-1.19672	1.45578
724.311	1.00662	0.273502
724.624	-0.144369	-1.29951
724.937	0.222544	0.553913
725.251	0.0162328	0.239989
725.564	-1.25039	-0.208179
725.877	-2.05425	-0.0682949
726.191	0.977363	1.11182
726.504	-0.407921	0.30324
726.817	0.158746	-0.0377757
727.13	0.466406	0.941907
727.444	-1.33513	1.34729
727.757	-0.0358189	-0.523105
728.07	-0.724427	-0.223332
728.384	0.0525753	-0.678555
728.697	-0.735488	0.992458
729.01	-0.173065	-0.565677
729.323	-0.703997	-0.64535
729.637	-1.07239	-1.53405
729.95	0.54938	2.69948
730.263	2.00404	1.50491
730.576	-0.167712	-0.101716
730.89	-0.452224	-0.0479893
731.203	0.730653	0.671252
731.516	0.660239	1.90904
731.83	-0.359361	-0.546654
732.143	1.30496	1.67122
732.456	0.365327	-0.225581
732.769	-0.393158	1.25724
733.083	-0.0497275	0.760582
733.396	-0.441611	0.872899
733.709	-0.560759	1.86796
734.023	-0.236431	3.03595
734.336	0.935311	-0.424666
734.649	0.729719	1.54037
734.962	-0.186362	2.14434
735.276	-1.03534	-0.412013
735.589	2.79022	-0.0412323
735.902	-0.67683	1.24543
736.216	0.36038	1.20083
736.529	-1.3103	1.11787
736.842	0.110384	0.398404
737.155	-0.0236029	1.93493
737.469	-0.231709	1.7873
737.782	-2.5414	3.51659
738.095	1.81324	1.30754
738.409	-0.295025	0.771324
738.722	-0.00626042	0.325116
739.035	0.107514	1.21168
739.348	0.18106	2.12289
739.662	-0.189913	-0.528626
739.975	-1.16064	2.32367
740.288	-0.404613	-0.30932
740.601	-0.814236	1.41347
740.915	-1.08728	1.23293
741.228	-1.48405	1.69186
741.541	-1.66326	0.614761
741.855	0.334656	0.974655
742.168	1.60311	0.248606
742.481	-0.6091	1.35655
742.794	-0.249449	0.608935
743.108	1.42158	0.279168
743.421	1.25936	2.77335
743.734	-1.76928	0.0334042
744.048	-0.501473	1.33245
744.361	-0.657856	0.850568
744.674	-0.297641	2.04822
744.987	-1.53416	1.1369
745.301	0.0265299	0.636063
745.614	-0.460918	0.682171
745.927	2.04749	1.63497
746.241	0.765053	-1.41137
746.554	1.21782	0.24193
746.867	-0.250452	1.67571
747.181	-0.443921	1.44168
747.494	1.18351	-1.53278
747.807	-0.664961	0.827087
748.12	1.14241	0.270037
748.434	-0.811601	0.641343
748.747	-0.260348	-0.105732
749.06	0.628714	0.723703
749.373	0.730983	1.18579
749.687	1.96192	2.44549
750	1.57579	1.10682
750.313	-1.11421	0.410116
750.627	0.154284	0.826655
750.94	0.729352	2.39295
751.253	-0.6065	0.79646
751.566	-0.500268	-0.24518
751.88	-0.0555896	2.29519
752.193	-0.667464	0.597625
752.506	-0.395681	2.09331
752.819	0.323356	0.928804
753.133	0.279326	2.05467
753.446	0.683783	0.926451
753.759	0.784453	2.58019
754.073	2.01734	-0.651741
754.386	0.193724	1.26422
754.699	-0.718828	0.778438
755.013	0.802017	0.655074
755.326	2.13034	2.36248
755.639	-1.71133	1.78265
755.952	1.15846	2.06731
756.266	-0.834513	1.0557
756.579	1.09919	0.708572
756.892	-0.156207	2.82857
757.206	-0.993426	0.819391
757.519	-1.01506	2.33139
757.832	1.28614	-1.58033
758.145	-1.7082	-1.0892
758.459	-0.707866	0.641629
758.772	-0.0949953	1.14665
759.085	0.627886	-0.267436
759.399	-0.67551	-0.451464
759.712	-1.27981	1.78718
760.025	-0.3511	-0.206309
760.338	-0.958421	2.34431
760.652	0.234365	1.53761
760.965	-0.419218	0.695915
761.278	0.783308	2.18355
761.591	0.908015	0.588586
761.905	1.09643	-0.0137186
762.218	-1.18749	1.09332
762.531	0.288157	-0.359847
762.845	0.351332	0.977576
763.158	-1.49345	2.04473
763.471	-0.760997	-0.912523
763.784	0.920193	0.816288
764.098	1.17156	0.752365
764.411	0.720453	1.09359
764.724	-0.491497	-0.632346
765.038	1.41143	-0.804383
765.351	0.152377	-0.529523
765.664	3.23127	-0.363194
765.977	0.257092	-1.15549
766.291	-1.39961	1.04157
766.604	-0.645038	0.815999
766.917	1.47988	-0.0968849
767.231	1.64404	-1.50496
767.544	-0.375394	1.69198
767.857	1.53005	0.153523
768.17	-1.72766	0.414198
768.484	0.240851	0.739371
768.797	0.511162	1.03224
769.11	-0.672168	1.73213
769.424	1.11766	1.15442
769.737	-0.517953	0.00874787
770.05	-1.73719	0.308931
770.363	1.22315	1.04492
770.677	-0.728618	0.475377
770.99	-1.17695	0.398548
771.303	0.691741	2.29677
771.616	0.559629	2.59261
771.93	0.231714	0.628923
772.243	1.55228	1.42716
772.556	2.41888	-0.787666
772.87	1.25831	1.10615
773.183	0.548854	0.629718
773.496	-0.342707	1.50574
773.809	-0.710868	-1.95078
774.123	-1.41741	0.871563
774.436	-1.62335	0.146543
774.749	1.38532	2.18014
775.063	0.870591	1.63962
775.376	-2.64846	-0.8474
775.689	0.831059	-0.335137
776.003	-0.755106	-0.704763
776.316	-0.51363	0.525334
776.629	-1.77402	0.311868
776.942	-1.30053	-0.521011
777.256	-0.580915	1.21866
777.569	-0.138803	-2.73712
777.882	-1.20488	0.762477
778.196	-0.233415	2.39833
778.509	-0.194862	0.473963
778.822	-0.022414	-0.426664
779.135	-2.44066	0.61306
779.449	-0.397936	1.8534
779.762	-1.17034	0.645036
780.075	-0.228959	2.48856
780.389	1.26185	1.03483
780.702	-0.0245471	-0.0156464
781.015	-0.489768	0.275668
781.328	-0.82673	-1.47379
781.642	0.5455	0.465213
781.955	-1.51801	-0.00961701
782.268	-0.0206631	-0.480673
782.582	-1.23235	1.79336
782.895	-1.15465	0.38115
783.208	1.93165	-1.15993
783.521	0.924183	0.940412
783.835	0.336895	-0.248833
784.148	-0.540447	-1.16004
784.461	-1.35056	-2.18421
784.774	-0.125059	-0.398616
785.088	-0.933965	1.15219
785.401	1.71802	1.02192
785.714	-4.14796	0.576353
786.028	-0.832435	1.77409
786.341	0.580835	1.2484
786.654	1.37977	-0.695272
786.967	-0.784223	-0.874303
787.281	-2.71441	1.71982
787.594	-0.404067	0.19439
787.907	-1.57714	1.3368
788.221	0.470802	0.458002
788.534	-0.357145	0.924789
788.847	-0.729732	0.914034
789.16	0.733421	0.71223
789.474	-2.47392	0.0181616
789.787	0.216817	1.37472
790.1	0.97357	2.04853
790.413	-1.32983	-0.298825
790.727	-0.443728	0.709597
791.04	0.691614	2.93639
791.353	-0.453273	1.03838
791.667	0.788736	0.142095
791.98	1.98226	-0.561771
792.293	0.579146	-1.05399
792.606	-1.64325	1.15474
792.92	-2.43229	0.258523
793.233	-2.01594	0.562563
793.546	-0.734681	-1.84147
793.86	-1.38931	2.90353
794.173	-0.771085	0.825408
794.486	0.785339	2.08774
794.799	-1.03834	-0.440861
795.113	-2.36572	-1.21868
795.426	0.397091	1.41046
795.739	-2.03873	-0.0446219
796.053	-0.965978	2.12085
796.366	-2.17277	0.641473
796.679	-1.10412	0.716626
796.992	-0.127694	1.88764
797.306	-0.822482	-1.19956
797.619	-2.48237	2.99185
797.932	-0.598159	1.45866
798.246	-0.00966423	-0.431939
798.559	-1.61189	0.0278176
798.872	-1.59175	1.8461
799.186	-0.0190699	1.21531
799.499	0.358361	0.362306
799.812	0.114043	1.54212
800.125	-0.477458	-0.598989
800.439	-1.27525	-0.78966
800.752	-0.824248	-0.584769
801.065	-0.17727	-0.294667
801.378	-0.281884	1.88237
801.692	-2.47691	0.624617
802.005	0.362718	-0.0549817
802.318	-2.3197	1.20608
802.632	1.14955	-0.932518
802.945	1.4766	-0.551537
803.258	-2.02977	1.4234
803.571	-0.798143	-0.465495
803.885	-1.24877	-0.168492
804.198	-1.22036	-0.602339
804.511	-0.130464	1.37827
804.825	-1.26123	1.81945
805.138	0.677711	0.783388
805.451	-1.57885	-0.654076
805.764	1.60987	2.54439
806.078	0.348143	0.612059
806.391	0.349807	0.281516
806.704	-1.88738	1.08245
807.018	-1.63245	2.16357
807.331	0.243926	1.62767
807.644	-1.42231	1.18911
807.957	1.76137	0.845073
808.271	0.130135	0.259844
808.584	-0.50507	0.659033
808.897	0.448137	1.04911
809.211	-2.11123	0.0792913
809.524	0.449935	1.00713
809.837	0.480998	1.52014
810.15	-1.42269	-0.0437735
810.464	0.132162	2.18806
810.777	0.542806	1.90552
811.09	-1.81079	-0.542066
811.404	0.242389	-0.380735
811.717	-0.408754	0.918627
812.03	-1.50716	1.34841
812.343	-2.25628	2.06521
812.657	-1.2009	0.227773
812.97	-0.144125	1.88738
813.283	0.238715	0.72253
813.596	-2.35142	3.5597
813.91	-0.0801746	-0.27514
814.223	-0.855709	1.51313
814.536	-0.907587	-1.85149
814.85	-1.38918	0.0711882
815.163	0.0713477	2.59311
815.476	-0.803774	0.538597
815.789	0.405225	2.19657
816.103	-0.520049	0.145564
816.416	-0.52529	0.305193
816.729	-0.622123	1.44648
817.043	0.0157044	-1.35181
817.356	-1.48001	1.80352
817.669	0.992555	-0.0311638
817.982	-0.26154	-0.273662
818.296	-0.758782	0.709546
818.609	-0.452297	1.93864
818.922	0.785192	0.0245507
819.236	0.503258	0.456702
819.549	-1.37441	1.207
819.862	-0.64107	-1.9452
820.175	-1.33676	-0.227163
820.489	0.103951	1.17142
820.802	0.0933313	2.05691
821.115	-1.71495	0.589438
821.429	-0.613516	-0.504137
821.742	1.46609	-0.33939
822.055	-0.899763	1.2669
822.368	1.33541	0.545365
822.682	0.613869	1.00749
822.995	-1.92053	1.50117
823.308	-0.0935081	0.0679528
823.622	0.220325	1.87796
823.935	0.614201	-0.02549
824.248	-0.209659	1.42913
824.561	-1.01255	0.739003
824.875	1.80865	0.774142
825.188	-0.34837	0.470843
825.501	0.499256	2.45774
825.814	-0.55871	-0.248361
826.128	-0.468724	0.873466
826.441	-0.963671	0.362007
826.754	1.17831	0.949999
827.068	0.566509	-0.0968493
827.381	-0.750352	-0.353038
827.694	2.50359	0.299307
828.008	-1.288	0.504643
828.321	-0.503698	1.59366
828.634	-0.284312	2.07277
828.947	-0.113373	-0.0567285
829.261	0.308661	1.87327
829.574	0.214291	0.759839
829.887	-1.53153	-0.287131
830.201	0.359435	1.02327
830.514	-1.10422	0.765867
830.827	-1.16268	-1.51888
831.14	1.49521	0.388343
831.454	0.484298	2.63903
831.767	-0.372558	-0.364239
832.08	-0.347927	0.476692
832.394	0.623843	0.395745
832.707	0.788766	2.00224
833.02	-1.32097	-0.187763
833.333	-1.52067	0.892854
833.647	0.529283	-1.56215
833.96	-0.31443	1.63759
834.273	0.0876587	-0.249925
834.587	1.96087	0.492254
834.9	0.631319	1.59426
835.213	-1.18832	-0.428819
835.526	0.671939	0.494749
835.84	-1.45217	-0.917109
836.153	-1.58654	0.830649
836.466	-1.83467	0.0606854
836.779	0.684339	-1.19705
837.093	0.63414	0.094618
837.406	0.28669	-0.947296
837.719	-0.909193	-0.528986
838.033	-0.440144	1.04526
838.346	0.89812	0.24407
838.659	1.05373	-0.77028
838.972	-0.65752	1.90042
839.286	-1.49692	0.344727
839.599	1.07964	-1.49657
839.912	-0.795602	0.173752
840.226	0.661122	0.0105076
840.539	0.0769978	1.1614
840.852	-0.238346	-1.33146
841.165	-0.478901	0.474405
841.479	0.848362	0.128591
841.792	-1.25885	1.23246
842.105	0.204938	0.0713481
842.418	0.0908742	1.14112
842.732	-1.49481	-1.35766
843.045	0.912731	-2.60986
843.358	1.74099	0.348093
843.672	-0.485794	-2.34403
843.985	-0.0999046	0.0145079
844.298	-0.298657	-0.947577
844.611	1.29391	0.843027
844.925	-0.835309	1.10248
845.238	0.323224	0.171472
845.551	-2.12513	0.476094
845.865	0.246322	1.88109
846.178	1.0194	1.46256
846.491	-0.24475	-0.681334
846.804	-2.46637	-0.0698089
847.118	-0.574661	0.367217
847.431	0.808883	0.416201
847.744	-1.59603	1.37079
848.058	-0.393821	0.832974
848.371	-1.5993	0.681105
848.684	-0.184337	-0.874178
848.997	-0.881087	-0.35755
849.311	-1.30235	0.25278
849.624	-0.39774	-0.330081
849.937	1.11484	0.234553
850.251	-0.247971	-0.863765
850.564	0.981342	-1.7926
850.877	2.31427	1.38671
851.191	-1.00678	1.82806
851.504	-0.623974	-1.47701
851.817	-2.54726	-0.118328
852.13	-0.902548	-1.47835
852.444	-0.709673	2.25561
852.757	-1.53575	-0.649372
853.07	0.0866686	1.04155
853.384	-1.57596	-1.44486
853.697	-1.04698	1.74819
854.01	-0.705982	-0.676826
854.323	1.1689	-1.63481
854.637	-2.3851	-2.19696
854.95	-2.3616	-0.647205
855.263	-0.226486	-0.407976
855.576	-1.9228	0.235703
