Length	Amplitude	Phase
275.063	-0.984997	-1.81064
275.376	0.843824	-2.92641
275.689	1.23546	0.155796
276.002	-0.190317	-3.19151
276.316	-1.21933	1.22339
276.629	-1.00108	0.0345691
276.942	1.92224	0.223911
277.256	1.79316	0.249318
277.569	-2.27484	-2.52033
277.882	2.0474	-1.16157
278.195	3.0461	-0.783937
278.509	1.7081	-0.927365
278.822	2.6204	-2.4365
279.135	0.706649	-1.72699
279.449	-0.245931	0.345308
279.762	1.00067	-0.376196
280.075	1.22617	-0.384616
280.389	1.71052	1.16761
280.702	2.4384	1.47295
281.015	0.550618	-1.63942
281.328	-0.639259	0.103302
281.642	1.52616	-2.37546
281.955	1.3697	-0.116912
282.268	1.66754	0.783466
282.582	1.04985	0.471502
282.895	-2.46448	-2.05359
283.208	0.489725	1.13232
283.521	-1.15184	0.842194
283.835	2.32947	-1.56117
284.148	-2.50778	0.228064
284.461	-0.0601585	-0.400873
284.774	0.102569	0.0516637
285.088	0.473929	-0.0425034
285.401	2.25568	-2.11532
285.714	0.558359	2.76943
286.028	0.289482	1.05999
286.341	0.64795	-1.99243
286.654	1.02167	-1.23915
286.967	-1.22713	1.34532
287.281	-2.02386	-0.823828
287.594	0.591223	-0.46241
287.907	0.170715	0.643029
288.221	1.26066	0.846044
288.534	0.0830881	-0.415609
288.847	1.40368	-3.56575
289.16	1.50059	-1.50828
289.474	1.30727	0.805145
289.787	-0.106292	-0.988141
290.1	-0.19213	-1.9402
290.413	-0.44376	-1.78034
290.727	-0.361284	-2.65013
291.04	0.052716	0.199151
291.353	0.492854	0.233862
291.667	2.7868	0.37363
291.98	-0.229572	-2.79831
292.293	1.40516	0.191558
292.606	1.51742	-0.962942
292.92	0.86511	0.128286
293.233	1.18641	0.391495
293.546	-2.53383	-0.433617
293.86	2.61741	-1.39059
294.173	2.81007	-0.281979
294.486	0.953364	-0.790431
294.8	-0.897282	0.504793
295.113	3.05722	-0.66856
295.426	1.48181	1.7466
295.739	0.786046	-0.603563
296.053	1.86211	2.11503
296.366	2.95486	-1.36311
296.679	2.94607	-0.0260376
296.993	0.273012	-0.203672
297.306	-1.56705	-0.439798
297.619	4.06049	-1.86565
297.932	1.69973	-0.368546
298.246	0.882828	-0.914477
298.559	1.23853	-0.509481
298.872	0.912512	2.7046
299.185	0.359685	0.780191
299.499	1.98528	0.0444439
299.812	3.8297	-0.831282
300.125	0.97004	0.365876
300.439	-0.12393	-1.36323
300.752	-1.3606	-0.350258
301.065	0.335612	1.30974
301.378	2.62118	-1.22543
301.692	0.861167	2.44755
302.005	-0.0847625	1.86107
302.318	1.26025	-0.0163502
302.632	-1.29145	0.358398
302.945	2.80948	1.91903
303.258	0.395944	0.0531892
303.571	1.38679	-0.358653
303.885	-1.37141	0.340389
304.198	2.83659	-1.13883
304.511	0.135017	-0.28646
304.825	1.46298	-1.27652
305.138	0.837851	-2.03207
305.451	1.38222	2.39088
305.764	1.21764	-1.65531
306.078	2.21219	-1.76238
306.391	-0.371684	-0.911011
306.704	-0.584143	1.27351
307.017	1.29294	-2.17625
307.331	2.58165	-0.0604188
307.644	0.814549	0.578421
307.957	1.13072	-1.5848
308.271	0.742609	-3.11617
308.584	0.903416	-2.52942
308.897	-0.549298	2.32592
309.211	0.922575	1.05256
309.524	-1.05059	-2.22095
309.837	1.20311	-0.909743
310.15	1.08799	-0.808183
310.464	1.1926	-0.801561
310.777	2.64331	1.41245
311.09	1.90163	-1.76246
311.404	0.959869	-0.977668
311.717	0.611548	-1.8038
312.03	2.67811	0.957965
312.343	1.06749	-0.723713
312.657	1.77719	1.196
312.97	2.94691	0.266217
313.283	-0.576058	-0.937059
313.596	4.3347	0.0275295
313.91	1.36247	0.440472
314.223	0.718778	-1.4647
314.536	0.450277	0.661246
314.85	5.04808	-0.216027
315.163	0.636663	0.569407
315.476	0.724846	-2.33532
315.789	1.86919	0.265081
316.103	0.486834	-2.40723
316.416	0.0894767	-0.804033
316.729	-2.15914	-0.510009
317.043	0.784108	-0.565978
317.356	3.8562	-1.19781
317.669	0.0958858	0.977315
317.983	1.38169	-0.457734
318.296	0.797051	0.886006
318.609	0.528856	1.7164
318.922	1.41354	-1.34708
319.236	0.623043	-0.696165
319.549	0.597219	1.25201
319.862	-0.738996	1.12624
320.175	-0.579691	-1.19149
320.489	-0.573762	0.987755
320.802	1.6195	0.7462
321.115	0.877401	-1.05857
321.429	0.283484	1.40749
321.742	0.53423	-2.35574
322.055	0.755484	-2.08304
322.368	0.510034	-0.683987
322.682	2.81676	0.584361
322.995	-1.36256	-2.66349
323.308	1.0234	-1.96645
323.622	-0.0831166	-0.231131
323.935	2.74205	-2.62526
324.248	-0.826285	-1.00266
324.561	0.280256	-1.76482
324.875	0.712366	0.369387
325.188	0.636961	2.3029
325.501	0.232274	-2.43037
325.815	0.814602	0.155229
326.128	-1.35841	0.719171
326.441	0.874467	-1.00434
326.754	1.62396	-2.38218
327.068	-0.92659	-0.787949
327.381	-1.81439	-1.41842
327.694	-0.196009	-2.31096
328.007	-0.229413	-0.872633
328.321	-0.126895	-0.0378499
328.634	-0.0595688	2.88426
328.947	2.43007	-0.578923
329.261	1.14346	-1.44607
329.574	2.11257	0.41391
329.887	1.28886	-0.679757
330.2	1.79445	-0.390359
330.514	1.15679	0.767931
330.827	0.810374	-2.49418
331.14	0.0895674	0.218301
331.454	0.621828	0.0436771
331.767	2.23614	1.76631
332.08	-1.77753	-0.702466
332.394	0.6158	-0.329197
332.707	-0.38421	-0.823695
333.02	-1.77624	-1.14468
333.333	2.05982	-1.20108
333.647	-1.94772	-0.68622
333.96	-0.202287	-1.7177
334.273	0.914217	0.415459
334.587	2.31141	-1.39096
334.9	-1.61329	-1.27884
335.213	0.596616	-1.35172
335.526	0.99904	1.71965
335.84	-0.792768	-0.266701
336.153	-1.25713	1.86642
336.466	-1.2675	1.00472
336.779	2.7926	0.689701
337.093	1.66383	0.218381
337.406	-1.75902	1.2319
337.719	0.471998	0.107147
338.033	0.220573	-0.19936
338.346	-0.204585	-0.443887
338.659	-0.0817317	-1.80177
338.972	-1.66884	1.38669
339.286	-1.06472	0.830046
339.599	-0.455836	0.556823
339.912	-0.258049	-2.15258
340.226	0.459614	-0.248599
340.539	2.74336	-0.883815
340.852	0.805922	-2.5192
341.165	0.944575	0.4718
341.479	-0.052393	-1.88927
341.792	-0.259543	-0.0579162
342.105	-0.986353	0.192351
342.418	-0.162873	0.925057
342.732	-1.80973	-1.33669
343.045	-0.725183	1.07266
343.358	-2.049	1.14142
343.672	-0.139175	-0.574456
343.985	-2.0592	1.5212
344.298	0.863538	0.406871
344.611	0.956174	2.36077
344.925	-0.837544	0.107087
345.238	-0.889891	-2.70936
345.551	0.317722	0.971946
345.865	0.192801	-0.579059
346.178	0.260473	-1.71959
346.491	-0.395549	-1.67795
346.805	-1.69408	-0.705705
347.118	-0.729196	0.135885
347.431	2.23589	0.139677
347.744	2.44579	0.408541
348.058	2.2732	1.70789
348.371	0.90526	0.710099
348.684	1.08379	-1.92657
348.998	-1.18185	-1.3708
349.311	-0.0501727	-0.823117
349.624	0.0914298	-0.465854
349.937	-0.890595	-1.53076
350.251	-0.177738	0.187021
350.564	-0.280236	-0.826942
350.877	-0.355386	2.68473
351.19	0.123614	0.390319
351.504	0.666216	0.0906992
351.817	-1.24021	-0.964426
352.13	1.1019	0.456651
352.444	-0.629965	-0.0805656
352.757	0.109125	-0.818044
353.07	1.38205	0.112172
353.384	-1.55297	1.51348
353.697	0.675413	-0.310744
354.01	0.829133	1.13379
354.323	0.49064	0.908271
354.637	-1.55171	0.791877
354.95	1.58899	1.6506
355.263	0.0126688	2.62554
355.576	-0.59232	2.81085
355.89	-0.919133	1.65347
356.203	0.267863	-1.33689
356.516	1.64648	-1.21181
356.83	-1.08197	-1.11446
357.143	-0.957957	0.615502
357.456	0.810533	-0.293294
357.769	0.29243	-0.0554638
358.083	-1.04206	-0.243049
358.396	-0.0349963	0.217276
358.709	-2.13024	1.35767
359.023	-0.255243	0.104997
359.336	0.564465	-0.903313
359.649	0.608382	-1.99801
359.962	-0.128755	1.55689
360.276	-0.1841	-0.464714
360.589	-1.17849	1.33775
360.902	-1.11953	1.90422
361.216	-1.62416	-0.642293
361.529	0.0984096	1.47745
361.842	-1.8795	0.179813
362.155	-0.420261	0.0296042
362.469	-0.868636	-0.0454641
362.782	0.939976	1.71203
363.095	-0.915614	-0.223781
363.409	0.398779	-0.44259
363.722	-0.0802166	0.868319
364.035	2.39221	-0.189324
364.348	1.33178	1.70324
364.662	-1.05078	-1.67555
364.975	-0.494836	0.208685
365.288	1.19191	1.52238
365.601	0.0873802	-0.623293
365.915	-0.214553	-1.14962
366.228	-0.0299131	1.35291
366.541	-0.738066	-0.750944
366.855	1.35574	-0.33937
367.168	2.16897	1.2066
367.481	2.13354	0.768195
367.795	-1.6226	0.0885512
368.108	-1.01535	-0.777955
368.421	-1.26088	-0.755205
368.734	-0.319249	1.92519
369.048	1.36452	0.753016
369.361	0.123811	1.17738
369.674	0.164917	-1.42217
369.988	0.0560226	1.44732
370.301	1.14899	-0.442816
370.614	-0.406544	2.90734
370.927	-0.260428	0.0104724
371.241	0.808377	0.774063
371.554	-1.14762	0.707698
371.867	1.62157	1.93956
372.18	-0.783507	0.297347
372.494	1.60954	0.250591
372.807	0.654999	1.49573
373.12	-1.1419	1.43088
373.434	2.19572	-0.318263
373.747	-0.199208	0.510434
374.06	-0.43777	0.353904
374.373	0.594416	0.638607
374.687	0.676737	1.55427
375	-0.689364	1.93162
375.313	-0.338509	-0.250789
375.627	-0.801878	-2.87223
375.94	0.73564	-0.339135
376.253	0.41921	0.526769
376.566	-2.87692	2.61742
376.88	0.131149	1.73057
377.193	0.486436	-0.78303
377.506	-0.42558	0.456843
377.82	-2.17853	0.876698
378.133	0.433385	1.22561
378.446	-1.44855	-0.527994
378.759	0.572978	-0.614727
379.073	0.577497	0.257519
379.386	0.181531	-0.545619
379.699	-0.819898	2.18678
380.012	1.08213	-0.397519
380.326	0.133475	1.56991
380.639	1.13606	0.300734
380.952	-0.362797	-0.992263
381.266	1.28994	1.74245
381.579	-1.91368	-0.770508
381.892	0.678255	-1.3281
382.205	-0.385507	0.152778
382.519	0.416478	1.32709
382.832	-0.775407	-0.781951
383.145	1.78292	-1.07714
383.459	1.15759	-0.620581
383.772	0.224656	0.222256
384.085	-1.49582	0.31605
384.399	-2.07751	-2.68467
384.712	1.86133	0.382614
385.025	1.52027	0.638035
385.338	-0.074336	-1.62684
385.652	-1.08428	0.355369
385.965	-0.145135	2.32265
386.278	1.91631	-1.18772
386.591	0.759153	0.924937
386.905	0.388996	1.64909
387.218	-0.319911	0.35686
387.531	-1.84122	0.601959
387.845	1.07148	1.29005
388.158	0.47479	0.72056
388.471	2.55118	2.55572
388.784	1.74205	-1.86299
389.098	-0.679709	0.00733269
389.411	0.306776	-1.07358
389.724	0.15688	1.95306
390.038	0.634428	-0.9551
390.351	0.117006	0.900842
390.664	1.13264	0.236138
390.977	1.50674	1.61679
391.291	0.139658	0.10513
391.604	0.642243	0.501983
391.917	0.790718	-1.45257
392.231	2.42647	-0.495873
392.544	-0.795731	0.966921
392.857	-1.30123	1.07453
393.17	1.11578	-0.945749
393.484	-2.68049	1.15872
393.797	-1.77516	0.75195
394.11	0.80806	0.959195
394.424	-1.07802	0.82062
394.737	-1.44232	0.190489
395.05	-0.0758943	-2.16521
395.363	-0.0304697	-0.949994
395.677	-0.701371	2.44039
395.99	-0.613163	0.761443
396.303	-1.37322	0.544603
396.616	2.60334	-1.76941
396.93	0.504338	-1.53711
397.243	-0.293922	1.31391
397.556	-1.65904	0.639478
397.87	2.02961	0.712758
398.183	-1.13351	-0.801957
398.496	0.263104	0.600661
398.81	-0.00555011	0.964773
399.123	0.418556	-0.0277838
399.436	-0.3309	0.858043
399.749	1.33241	-1.49734
400.063	-0.247636	0.649551
400.376	0.252982	-2.82974
400.689	-0.625772	-2.36649
401.002	-0.21899	0.590799
401.316	-1.44167	-1.9825
401.629	0.751062	0.418224
401.942	0.0055276	0.11522
402.256	1.16242	-0.989612
402.569	0.980931	-0.616419
402.882	3.08997	0.774357
403.195	-0.862853	-0.00571706
403.509	-1.28962	-0.410571
403.822	0.252381	-0.286796
404.135	0.641728	-0.295098
404.449	2.80396	3.50296
404.762	-0.776721	0.782198
405.075	-2.07775	-1.11265
405.389	-0.0949915	1.48082
405.702	0.826154	1.89741
406.015	1.60517	-2.00469
406.328	-0.816583	1.00627
406.642	-0.13118	0.629275
406.955	0.757035	-1.24963
407.268	0.239257	-0.276145
407.582	2.42456	0.469579
407.895	0.0992947	-0.0544185
408.208	1.45314	-0.455494
408.521	0.0615884	-2.62217
408.835	-1.73738	0.448184
409.148	0.871051	0.537703
409.461	-0.373162	2.51229
409.774	0.979491	-0.343923
410.088	-0.782367	1.04928
410.401	0.190462	0.784545
410.714	-0.601965	1.04022
411.028	-0.686899	-2.06719
411.341	-0.559394	-0.138333
411.654	-1.40451	-0.0321164
411.967	-1.76571	0.714495
412.281	-4.32519	0.361
412.594	-1.94138	-2.16561
412.907	0.873888	-0.781096
413.221	-1.88843	0.754055
413.534	0.629943	0.391004
413.847	1.81441	-0.362049
414.16	-1.01692	-1.57774
414.474	0.35985	-0.738786
414.787	1.92181	-0.544793
415.1	-1.06029	0.527864
415.413	0.135892	1.36769
415.727	0.134125	-1.45734
416.04	-0.0552269	-0.187166
416.353	2.37542	-1.18253
416.667	-3.02717	-0.138141
416.98	-1.9607	2.04823
417.293	-0.515419	0.122673
417.606	1.66104	-0.557655
417.92	-2.42952	-1.85019
418.233	-0.321384	-0.29089
418.546	-0.575238	-1.80785
418.86	1.38582	-2.53383
419.173	-0.175971	-1.32108
419.486	-0.292358	-1.98217
419.8	-1.83139	-0.731933
420.113	0.293987	-2.42275
420.426	-0.332059	0.837713
420.739	-0.371932	2.35329
421.053	0.15037	-0.472918
421.366	1.56697	1.10432
421.679	-0.172103	-0.316909
421.993	1.08128	-0.507241
422.306	-0.739709	0.0122275
422.619	0.406222	0.828231
422.932	-1.86935	-1.18562
423.246	-0.0960149	0.250646
423.559	0.622572	0.0973126
423.872	0.435086	1.42243
424.185	-0.79492	0.990592
424.499	-2.2691	-2.86141
424.812	-1.3042	-0.552214
425.125	0.812846	0.621387
425.439	1.2065	-1.06001
425.752	0.815004	-2.73311
426.065	-0.899366	0.631855
426.378	0.652949	-0.351788
426.692	1.68452	-0.336838
427.005	-0.93957	0.657077
427.318	0.0858276	-0.325506
427.632	-1.9228	-0.235703
427.945	-0.226486	0.407976
428.258	-2.3616	0.647205
428.571	-2.3851	2.19696
428.885	1.1689	1.63481
429.198	-0.705982	0.676826
429.511	-1.04698	-1.74819
429.825	-1.57596	1.44486
430.138	0.0866686	-1.04155
430.451	-1.53575	0.649372
430.764	-0.709673	-2.25561
431.078	-0.902548	1.47835
431.391	-2.54726	0.118328
431.704	-0.623974	1.47701
432.017	-1.00678	-1.82806
432.331	2.31427	-1.38671
432.644	0.981342	1.7926
432.957	-0.247971	0.863765
433.271	1.11484	-0.234553
433.584	-0.39774	0.330081
433.897	-1.30235	-0.25278
434.211	-0.881087	0.35755
434.524	-0.184337	0.874178
434.837	-1.5993	-0.681105
435.15	-0.393821	-0.832974
435.464	-1.59603	-1.37079
435.777	0.808883	-0.416201
436.09	-0.574661	-0.367217
436.404	-2.46637	0.0698089
436.717	-0.24475	0.681334
437.03	1.0194	-1.46256
437.343	0.246322	-1.88109
437.657	-2.12513	-0.476094
437.97	0.323224	-0.171472
438.283	-0.835309	-1.10248
438.596	1.29391	-0.843027
438.91	-0.298657	0.947577
439.223	-0.0999046	-0.0145079
439.536	-0.485794	2.34403
439.85	1.74099	-0.348093
440.163	0.912731	2.60986
440.476	-1.49481	1.35766
440.789	0.0908742	-1.14112
441.103	0.204938	-0.0713481
441.416	-1.25885	-1.23246
441.729	0.848362	-0.128591
442.043	-0.478901	-0.474405
442.356	-0.238346	1.33146
442.669	0.0769978	-1.1614
442.983	0.661122	-0.0105076
443.296	-0.795602	-0.173752
443.609	1.07964	1.49657
443.922	-1.49692	-0.344727
444.236	-0.65752	-1.90042
444.549	1.05373	0.77028
444.862	0.89812	-0.24407
445.175	-0.440144	-1.04526
445.489	-0.909193	0.528986
445.802	0.28669	0.947296
446.115	0.63414	-0.094618
446.429	0.684339	1.19705
446.742	-1.83467	-0.0606854
447.055	-1.58654	-0.830649
447.368	-1.45217	0.917109
447.682	0.671939	-0.494749
447.995	-1.18832	0.428819
448.308	0.631319	-1.59426
448.622	1.96087	-0.492254
448.935	0.0876587	0.249925
449.248	-0.31443	-1.63759
449.561	0.529283	1.56215
449.875	-1.52067	-0.892854
450.188	-1.32097	0.187763
450.501	0.788766	-2.00224
450.815	0.623843	-0.395745
451.128	-0.347927	-0.476692
451.441	-0.372558	0.364239
451.754	0.484298	-2.63903
452.068	1.49521	-0.388343
452.381	-1.16268	1.51888
452.694	-1.10422	-0.765867
453.007	0.359435	-1.02327
453.321	-1.53153	0.287131
453.634	0.214291	-0.759839
453.947	0.308661	-1.87327
454.261	-0.113373	0.0567285
454.574	-0.284312	-2.07277
454.887	-0.503698	-1.59366
455.2	-1.288	-0.504643
455.514	2.50359	-0.299307
455.827	-0.750352	0.353038
456.14	0.566509	0.0968493
456.454	1.17831	-0.949999
456.767	-0.963671	-0.362007
457.08	-0.468724	-0.873466
457.394	-0.55871	0.248361
457.707	0.499256	-2.45774
458.02	-0.34837	-0.470843
458.333	1.80865	-0.774142
458.647	-1.01255	-0.739003
458.96	-0.209659	-1.42913
459.273	0.614201	0.02549
459.587	0.220325	-1.87796
459.9	-0.0935081	-0.0679528
460.213	-1.92053	-1.50117
460.526	0.613869	-1.00749
460.84	1.33541	-0.545365
461.153	-0.899763	-1.2669
461.466	1.46609	0.33939
461.779	-0.613516	0.504137
462.093	-1.71495	-0.589438
462.406	0.0933313	-2.05691
462.719	0.103951	-1.17142
463.033	-1.33676	0.227163
463.346	-0.64107	1.9452
463.659	-1.37441	-1.207
463.972	0.503258	-0.456702
464.286	0.785192	-0.0245507
464.599	-0.452297	-1.93864
464.912	-0.758782	-0.709546
465.226	-0.26154	0.273662
465.539	0.992555	0.0311638
465.852	-1.48001	-1.80352
466.165	0.0157044	1.35181
466.479	-0.622123	-1.44648
466.792	-0.52529	-0.305193
467.105	-0.520049	-0.145564
467.418	0.405225	-2.19657
467.732	-0.803774	-0.538597
468.045	0.0713477	-2.59311
468.358	-1.38918	-0.0711882
468.672	-0.907587	1.85149
468.985	-0.855709	-1.51313
469.298	-0.0801746	0.27514
469.611	-2.35142	-3.5597
469.925	0.238715	-0.72253
470.238	-0.144125	-1.88738
470.551	-1.2009	-0.227773
470.865	-2.25628	-2.06521
471.178	-1.50716	-1.34841
471.491	-0.408754	-0.918627
471.805	0.242389	0.380735
472.118	-1.81079	0.542066
472.431	0.542806	-1.90552
472.744	0.132162	-2.18806
473.058	-1.42269	0.0437735
473.371	0.480998	-1.52014
473.684	0.449935	-1.00713
473.998	-2.11123	-0.0792913
474.311	0.448137	-1.04911
474.624	-0.50507	-0.659033
474.937	0.130135	-0.259844
475.251	1.76137	-0.845073
475.564	-1.42231	-1.18911
475.877	0.243926	-1.62767
476.19	-1.63245	-2.16357
476.504	-1.88738	-1.08245
476.817	0.349807	-0.281516
477.13	0.348143	-0.612059
477.444	1.60987	-2.54439
477.757	-1.57885	0.654076
478.07	0.677711	-0.783388
478.384	-1.26123	-1.81945
478.697	-0.130464	-1.37827
479.01	-1.22036	0.602339
479.323	-1.24877	0.168492
479.637	-0.798143	0.465495
479.95	-2.02977	-1.4234
480.263	1.4766	0.551537
480.576	1.14955	0.932518
480.89	-2.3197	-1.20608
481.203	0.362718	0.0549817
481.516	-2.47691	-0.624617
481.83	-0.281884	-1.88237
482.143	-0.17727	0.294667
482.456	-0.824248	0.584769
482.769	-1.27525	0.78966
483.083	-0.477458	0.598989
483.396	0.114043	-1.54212
483.709	0.358361	-0.362306
484.023	-0.0190699	-1.21531
484.336	-1.59175	-1.8461
484.649	-1.61189	-0.0278176
484.962	-0.00966423	0.431939
485.276	-0.598159	-1.45866
485.589	-2.48237	-2.99185
485.902	-0.822482	1.19956
486.216	-0.127694	-1.88764
486.529	-1.10412	-0.716626
486.842	-2.17277	-0.641473
487.155	-0.965978	-2.12085
487.469	-2.03873	0.0446219
487.782	0.397091	-1.41046
488.095	-2.36572	1.21868
488.409	-1.03834	0.440861
488.722	0.785339	-2.08774
489.035	-0.771085	-0.825408
489.348	-1.38931	-2.90353
489.662	-0.734681	1.84147
489.975	-2.01594	-0.562563
490.288	-2.43229	-0.258523
490.601	-1.64325	-1.15474
490.915	0.579146	1.05399
491.228	1.98226	0.561771
491.541	0.788736	-0.142095
491.855	-0.453273	-1.03838
492.168	0.691614	-2.93639
492.481	-0.443728	-0.709597
492.795	-1.32983	0.298825
493.108	0.97357	-2.04853
493.421	0.216817	-1.37472
493.734	-2.47392	-0.0181616
494.048	0.733421	-0.71223
494.361	-0.729732	-0.914034
494.674	-0.357145	-0.924789
494.988	0.470802	-0.458002
495.301	-1.57714	-1.3368
495.614	-0.404067	-0.19439
495.927	-2.71441	-1.71982
496.241	-0.784223	0.874303
496.554	1.37977	0.695272
496.867	0.580835	-1.2484
497.18	-0.832435	-1.77409
497.494	-4.14796	-0.576353
497.807	1.71802	-1.02192
498.12	-0.933965	-1.15219
498.434	-0.125059	0.398616
498.747	-1.35056	2.18421
499.06	-0.540447	1.16004
499.373	0.336895	0.248833
499.687	0.924183	-0.940412
500	1.93165	1.15993
500.313	-1.15465	-0.38115
500.627	-1.23235	-1.79336
500.94	-0.0206631	0.480673
501.253	-1.51801	0.00961701
501.566	0.5455	-0.465213
501.88	-0.82673	1.47379
502.193	-0.489768	-0.275668
502.506	-0.0245471	0.0156464
502.82	1.26185	-1.03483
503.133	-0.228959	-2.48856
503.446	-1.17034	-0.645036
503.759	-0.397936	-1.8534
504.073	-2.44066	-0.61306
504.386	-0.022414	0.426664
504.699	-0.194862	-0.473963
505.012	-0.233415	-2.39833
505.326	-1.20488	-0.762477
505.639	-0.138803	2.73712
505.952	-0.580915	-1.21866
506.266	-1.30053	0.521011
506.579	-1.77402	-0.311868
506.892	-0.51363	-0.525334
507.205	-0.755106	0.704763
507.519	0.831059	0.335137
507.832	-2.64846	0.8474
508.145	0.870591	-1.63962
508.459	1.38532	-2.18014
508.772	-1.62335	-0.146543
509.085	-1.41741	-0.871563
509.399	-0.710868	1.95078
509.712	-0.342707	-1.50574
510.025	0.548854	-0.629718
510.338	1.25831	-1.10615
510.652	2.41888	0.787666
510.965	1.55228	-1.42716
511.278	0.231714	-0.628923
511.591	0.559629	-2.59261
511.905	0.691741	-2.29677
512.218	-1.17695	-0.398548
512.531	-0.728618	-0.475377
512.845	1.22315	-1.04492
513.158	-1.73719	-0.308931
513.471	-0.517953	-0.00874787
513.784	1.11766	-1.15442
514.098	-0.672168	-1.73213
514.411	0.511162	-1.03224
514.724	0.240851	-0.739371
515.038	-1.72766	-0.414198
515.351	1.53005	-0.153523
515.664	-0.375394	-1.69198
515.977	1.64404	1.50496
516.291	1.47988	0.0968849
516.604	-0.645038	-0.815999
516.917	-1.39961	-1.04157
517.231	0.257092	1.15549
517.544	3.23127	0.363194
517.857	0.152377	0.529523
518.17	1.41143	0.804383
518.484	-0.491497	0.632346
518.797	0.720453	-1.09359
519.11	1.17156	-0.752365
519.424	0.920193	-0.816288
519.737	-0.760997	0.912523
520.05	-1.49345	-2.04473
520.363	0.351332	-0.977576
520.677	0.288157	0.359847
520.99	-1.18749	-1.09332
521.303	1.09643	0.0137186
521.616	0.908015	-0.588586
521.93	0.783308	-2.18355
522.243	-0.419218	-0.695915
522.556	0.234365	-1.53761
522.87	-0.958421	-2.34431
523.183	-0.3511	0.206309
523.496	-1.27981	-1.78718
523.809	-0.67551	0.451464
524.123	0.627886	0.267436
524.436	-0.0949953	-1.14665
524.749	-0.707866	-0.641629
525.063	-1.7082	1.0892
525.376	1.28614	1.58033
525.689	-1.01506	-2.33139
526.003	-0.993426	-0.819391
526.316	-0.156207	-2.82857
526.629	1.09919	-0.708572
526.942	-0.834513	-1.0557
527.256	1.15846	-2.06731
527.569	-1.71133	-1.78265
527.882	2.13034	-2.36248
528.196	0.802017	-0.655074
528.509	-0.718828	-0.778438
528.822	0.193724	-1.26422
529.135	2.01734	0.651741
529.449	0.784453	-2.58019
529.762	0.683783	-0.926451
530.075	0.279326	-2.05467
530.389	0.323356	-0.928804
530.702	-0.395681	-2.09331
531.015	-0.667464	-0.597625
531.328	-0.0555896	-2.29519
531.642	-0.500268	0.24518
531.955	-0.6065	-0.79646
532.268	0.729352	-2.39295
532.582	0.154284	-0.826655
532.895	-1.11421	-0.410116
533.208	1.57579	-1.10682
533.521	1.96192	-2.44549
533.835	0.730983	-1.18579
534.148	0.628714	-0.723703
534.461	-0.260348	0.105732
534.774	-0.811601	-0.641343
535.088	1.14241	-0.270037
535.401	-0.664961	-0.827087
535.714	1.18351	1.53278
536.028	-0.443921	-1.44168
536.341	-0.250452	-1.67571
536.654	1.21782	-0.24193
536.967	0.765053	1.41137
537.281	2.04749	-1.63497
537.594	-0.460918	-0.682171
537.907	0.0265299	-0.636063
538.221	-1.53416	-1.1369
538.534	-0.297641	-2.04822
538.847	-0.657856	-0.850568
539.16	-0.501473	-1.33245
539.474	-1.76928	-0.0334042
539.787	1.25936	-2.77335
540.1	1.42158	-0.279168
540.413	-0.249449	-0.608935
540.727	-0.6091	-1.35655
541.04	1.60311	-0.248606
541.353	0.334656	-0.974655
541.667	-1.66326	-0.614761
541.98	-1.48405	-1.69186
542.293	-1.08728	-1.23293
542.606	-0.814236	-1.41347
542.92	-0.404613	0.30932
543.233	-1.16064	-2.32367
543.546	-0.189913	0.528626
543.86	0.18106	-2.12289
544.173	0.107514	-1.21168
544.486	-0.00626042	-0.325116
544.799	-0.295025	-0.771324
545.113	1.81324	-1.30754
545.426	-2.5414	-3.51659
545.739	-0.231709	-1.7873
546.053	-0.0236029	-1.93493
546.366	0.110384	-0.398404
546.679	-1.3103	-1.11787
546.992	0.36038	-1.20083
547.306	-0.67683	-1.24543
547.619	2.79022	0.0412323
547.932	-1.03534	0.412013
548.246	-0.186362	-2.14434
548.559	0.729719	-1.54037
548.872	0.935311	0.424666
549.186	-0.236431	-3.03595
549.499	-0.560759	-1.86796
549.812	-0.441611	-0.872899
550.125	-0.0497275	-0.760582
550.439	-0.393158	-1.25724
550.752	0.365327	0.225581
551.065	1.30496	-1.67122
551.378	-0.359361	0.546654
551.692	0.660239	-1.90904
552.005	0.730653	-0.671252
552.318	-0.452224	0.0479893
552.632	-0.167712	0.101716
552.945	2.00404	-1.50491
553.258	0.54938	-2.69948
553.571	-1.07239	1.53405
553.885	-0.703997	0.64535
554.198	-0.173065	0.565677
554.511	-0.735488	-0.992458
554.825	0.0525753	0.678555
555.138	-0.724427	0.223332
555.451	-0.0358189	0.523105
555.764	-1.33513	-1.34729
556.078	0.466406	-0.941907
556.391	0.158746	0.0377757
556.704	-0.407921	-0.30324
557.018	0.977363	-1.11182
557.331	-2.05425	0.0682949
557.644	-1.25039	0.208179
557.957	0.0162328	-0.239989
558.271	0.222544	-0.553913
558.584	-0.144369	1.29951
558.897	1.00662	-0.273502
559.211	-1.19672	-1.45578
559.524	1.91119	-1.05426
559.837	-0.590764	0.541536
560.15	-1.74541	-1.38461
560.464	-0.5066	-0.502516
560.777	1.4438	0.238853
561.09	-0.818357	-1.54101
561.404	-2.56022	-0.967286
561.717	0.628964	-0.352418
562.03	-1.0238	-1.2915
562.343	0.051028	-1.09563
562.657	-0.0645558	-1.6501
562.97	-0.709858	-1.34648
