Length	Amplitude	
442.669	0.41354
442.983	0.475824
443.296	0.507246
443.609	0.520489
443.922	0.529949
444.236	0.54508
444.549	0.518705
444.862	0.538816
445.175	0.532339
445.489	0.552117
445.802	0.562776
446.115	0.552345
446.429	0.532639
446.742	0.550377
447.055	0.551163
447.368	0.527601
447.682	0.510432
447.995	0.519519
448.308	0.509039
448.622	0.515594
448.935	0.541217
449.248	0.562838
449.561	0.542054
449.875	0.511812
450.188	0.517982
450.501	0.547623
450.815	0.571702
451.128	0.569355
451.441	0.575475
451.754	0.580843
452.068	0.575597
452.381	0.563
452.694	0.5614
453.007	0.554671
453.321	0.575873
453.634	0.589241
453.947	0.56416
454.261	0.524361
454.574	0.50238
454.887	0.507361
455.2	0.514818
455.514	0.497007
455.827	0.512462
456.14	0.519063
456.454	0.541997
456.767	0.504781
457.08	0.491432
457.394	0.517766
457.707	0.496327
458.02	0.4907
458.333	0.469202
458.647	0.468512
458.96	0.441827
459.273	0.419309
459.587	0.429541
459.9	0.390717
460.213	0.336771
460.526	0.297364
460.84	0.259438
461.153	0.199911
461.466	0.148741
461.779	0.0962
462.093	0.036352
462.406	-0.0182794
462.719	-0.112429
463.033	-0.17686
463.346	-0.245015
463.659	-0.333217
463.972	-0.467436
464.286	-0.596962
464.599	-0.722227
464.912	-0.856075
465.226	-0.941042
465.539	-1.07271
465.852	-1.19946
466.165	-1.27626
466.479	-1.35235
466.792	-1.40112
467.105	-1.42022
467.418	-1.43416
467.732	-1.46788
468.045	-1.43711
468.358	-1.34455
468.672	-1.22019
468.985	-1.075
469.298	-0.957785
469.611	-0.846366
469.925	-0.709393
470.238	-0.626832
470.551	-0.513848
470.865	-0.308609
471.178	0.0583555
471.491	0.297802
471.805	0.354659
472.118	0.426049
472.431	0.436549
472.744	0.458715
473.058	0.502022
473.371	0.49542
473.684	0.481318
473.998	0.486361
474.311	0.446022
474.624	0.3537
474.937	0.258284
475.251	0.0750522
475.564	-0.0474916
475.877	-0.116048
476.19	-0.158144
476.504	-0.157607
476.817	-0.183622
477.13	-0.1932
477.444	-0.234701
477.757	-0.257958
478.07	-0.252667
478.384	-0.252562
478.697	-0.24403
479.01	-0.283327
479.323	-0.291472
479.637	-0.241908
479.95	-0.24349
480.263	-0.251239
480.576	-0.26726
480.89	-0.239786
481.203	-0.21907
481.516	-0.201139
481.83	-0.210735
482.143	-0.193471
482.456	-0.148462
482.769	-0.103168
483.083	-0.0721107
483.396	-0.0724614
483.709	-0.0531217
484.023	-0.018003
484.336	0.0238889
484.649	0.049135
484.962	0.0649342
485.276	0.12945
485.589	0.173288
485.902	0.232753
486.216	0.276349
486.529	0.283485
486.842	0.326987
487.155	0.355529
487.469	0.373543
487.782	0.417752
488.095	0.461543
488.409	0.484167
488.722	0.509496
489.035	0.523162
489.348	0.542521
489.662	0.566941
489.975	0.597992
490.288	0.572513
490.601	0.557867
490.915	0.578698
491.228	0.536755
491.541	0.489445
491.855	0.50092
492.168	0.464205
492.481	0.453803
492.795	0.425737
493.108	0.406178
493.421	0.379195
493.734	0.333306
494.048	0.309159
494.361	0.263952
494.674	0.259779
494.988	0.226316
495.301	0.177721
495.614	0.153984
495.927	0.143808
496.241	0.0860426
496.554	0.0576001
496.867	0.0302117
497.18	0.0276245
497.494	-0.0313827
497.807	-0.0498508
498.12	-0.0802454
498.434	-0.147815
498.747	-0.148655
499.06	-0.189732
499.373	-0.230295
499.687	-0.237045
500	-0.26553
500.313	-0.282798
500.627	-0.301414
500.94	-0.29926
501.253	-0.285322
501.566	-0.267811
501.88	-0.286643
502.193	-0.274806
502.506	-0.256481
502.82	-0.218928
503.133	-0.220452
503.446	-0.230613
503.759	-0.189402
504.073	-0.177254
504.386	-0.197818
504.699	-0.15711
505.012	-0.125505
505.326	-0.0586221
505.639	-0.00702556
505.952	-0.0148538
506.266	-0.0176225
506.579	0.00282735
506.892	0.0416079
507.205	0.0913692
507.519	0.115612
507.832	0.174166
508.145	0.195393
508.459	0.241959
508.772	0.286949
509.085	0.313364
509.399	0.324819
509.712	0.326948
510.025	0.361003
510.338	0.40531
510.652	0.423163
510.965	0.423708
511.278	0.406662
511.591	0.403948
511.905	0.399695
512.218	0.430857
512.531	0.435439
512.845	0.425766
513.158	0.415929
513.471	0.431483
513.784	0.4322
514.098	0.409829
514.411	0.397642
514.724	0.377982
515.038	0.369419
515.351	0.385129
515.664	0.356686
515.977	0.359769
516.291	0.326591
516.604	0.266078
516.917	0.264093
517.231	0.220995
517.544	0.208485
517.857	0.19741
518.17	0.145701
518.484	0.100225
518.797	0.0647645
519.11	0.031693
519.424	-0.00986738
519.737	-0.0497271
520.05	-0.101151
520.363	-0.144964
520.677	-0.192718
520.99	-0.213061
521.303	-0.269759
521.616	-0.291209
521.93	-0.344513
522.243	-0.339181
522.556	-0.354709
522.87	-0.339005
523.183	-0.391756
523.496	-0.402215
523.809	-0.401628
524.123	-0.398078
524.436	-0.394303
524.749	-0.349913
525.063	-0.333436
525.376	-0.333667
525.689	-0.321951
526.003	-0.292664
526.316	-0.263203
526.629	-0.200025
526.942	-0.15392
527.256	-0.119041
527.569	-0.0670319
527.882	-0.0233863
528.196	0.0234883
528.509	0.0367484
528.822	0.11998
529.135	0.171496
529.449	0.168068
529.762	0.103381
530.075	-0.157799
530.389	-0.265524
530.702	-0.261191
531.015	-0.231723
531.328	-0.254671
531.642	-0.281525
531.955	-0.281068
532.268	-0.296645
532.582	-0.381733
532.895	-0.42514
533.208	-0.480656
533.521	-0.491909
533.835	-0.410105
534.148	-0.400992
534.461	-0.369891
534.774	-0.409493
535.088	-0.535457
535.401	-0.646398
535.714	-0.755766
536.028	-0.858697
536.341	-0.953186
536.654	-1.0314
536.967	-1.03257
537.281	-1.00992
537.594	-1.04593
537.907	-1.02894
538.221	-1.00194
538.534	-0.949866
538.847	-0.900761
539.16	-0.805606
539.474	-0.722609
539.787	-0.626231
540.1	-0.5546
540.413	-0.477809
540.727	-0.380741
541.04	-0.309661
541.353	-0.26323
541.667	-0.18769
541.98	-0.127017
542.293	-0.0862523
542.606	-0.0270549
542.92	0.047511
543.233	0.0808908
543.546	0.147605
543.86	0.154978
544.173	0.186472
544.486	0.241005
544.799	0.253032
545.113	0.277164
545.426	0.268832
545.739	0.275366
546.053	0.297469
546.366	0.262263
546.679	0.280524
546.992	0.274851
547.306	0.276071
547.619	0.273487
547.932	0.283564
548.246	0.277028
548.559	0.261792
548.872	0.275068
549.186	0.262368
549.499	0.263643
549.812	0.269585
550.125	0.23485
550.439	0.221394
550.752	0.213253
551.065	0.264401
551.378	0.258588
551.692	0.276176
552.005	0.268952
552.318	0.231087
552.632	0.209564
552.945	0.217496
553.258	0.245684
553.571	0.267223
553.885	0.269865
554.198	0.252802
554.511	0.261102
554.825	0.318166
555.138	0.316231
555.451	0.304107
555.764	0.298419
556.078	0.296765
556.391	0.303601
556.704	0.293067
557.018	0.312581
557.331	0.300311
557.644	0.306275
557.957	0.302242
558.271	0.279988
558.584	0.269569
558.897	0.263294
559.211	0.230865
559.524	0.222421
559.837	0.207999
560.15	0.19305
560.464	0.171285
560.777	0.117353
561.09	0.0959901
561.404	0.0532563
561.717	-0.00842843
562.03	-0.0339226
562.343	-0.105409
562.657	-0.185383
562.97	-0.23647
563.283	-0.285357
563.596	-0.371398
563.91	-0.44497
564.223	-0.508542
564.536	-0.627557
564.85	-0.715791
565.163	-0.857555
565.476	-0.941734
565.789	-1.042
566.103	-1.12668
566.416	-1.19257
566.729	-1.24387
567.043	-1.27977
567.356	-1.2994
567.669	-1.33116
567.982	-1.29395
568.296	-1.28011
568.609	-1.22948
568.922	-1.14481
569.236	-1.04808
569.549	-0.918897
569.862	-0.848605
570.175	-0.72445
570.489	-0.656889
570.802	-0.564878
571.115	-0.514928
571.429	-0.303457
571.742	0.0802621
572.055	0.244229
572.368	0.343831
572.682	0.364727
572.995	0.398538
573.308	0.499848
573.622	0.517359
573.935	0.51423
574.248	0.520585
574.561	0.555152
574.875	0.554048
575.188	0.445147
575.501	0.34963
575.814	0.175519
576.128	0.0253429
576.441	-0.00190157
576.754	-0.0512907
577.068	-0.0767023
577.381	-0.0670458
577.694	-0.0636408
578.008	-0.108096
578.321	-0.126095
578.634	-0.159365
578.947	-0.189661
579.261	-0.201283
579.574	-0.213392
579.887	-0.219674
580.201	-0.230464
580.514	-0.226474
580.827	-0.218863
581.14	-0.232464
581.454	-0.233562
581.767	-0.223959
582.08	-0.208134
582.394	-0.17145
582.707	-0.129348
583.02	-0.0935065
583.333	-0.0590589
583.647	-0.0220987
583.96	0.0479661
584.273	0.0932187
584.587	0.130653
584.9	0.145095
585.213	0.172779
585.526	0.251701
585.84	0.308316
586.153	0.350923
586.466	0.392513
586.779	0.41678
587.093	0.472832
587.406	0.532979
587.719	0.568518
588.033	0.638857
588.346	0.661929
588.659	0.693464
588.972	0.724137
589.286	0.767651
589.599	0.796331
589.912	0.792462
590.226	0.82703
590.539	0.836751
590.852	0.842968
591.165	0.854437
591.479	0.828711
591.792	0.80316
592.105	0.790285
592.418	0.781871
592.732	0.759199
593.045	0.730764
593.358	0.714969
593.672	0.700509
593.985	0.69045
594.298	0.634651
594.611	0.588494
594.925	0.611893
595.238	0.552915
595.551	0.536395
595.865	0.509599
596.178	0.503958
596.491	0.485629
596.804	0.499031
597.118	0.474727
597.431	0.436006
597.744	0.422834
598.058	0.38517
598.371	0.373872
598.684	0.339354
598.997	0.340857
599.311	0.273763
599.624	0.252486
599.937	0.251178
600.251	0.246415
600.564	0.218751
600.877	0.196465
601.191	0.144775
601.504	0.131005
601.817	0.138985
602.13	0.128554
602.444	0.146148
602.757	0.117172
603.07	0.1229
603.384	0.154725
603.697	0.151746
604.01	0.176829
604.323	0.170223
604.637	0.1666
604.95	0.233969
605.263	0.268039
605.576	0.304653
605.89	0.302809
606.203	0.322852
606.516	0.422196
606.83	0.466881
607.143	0.473478
607.456	0.529758
607.769	0.576894
608.083	0.614736
608.396	0.62271
608.709	0.636444
609.023	0.656786
609.336	0.680515
609.649	0.689238
609.962	0.735836
610.276	0.744276
610.589	0.775374
610.902	0.802271
611.216	0.784256
611.529	0.787562
611.842	0.805126
612.155	0.818076
612.469	0.85678
612.782	0.885794
613.095	0.909251
613.409	0.876599
613.722	0.851298
614.035	0.852335
614.348	0.861235
614.662	0.845886
614.975	0.822153
615.288	0.815373
615.601	0.811554
615.915	0.75855
616.228	0.699036
616.541	0.635209
616.855	0.576537
617.168	0.528415
617.481	0.497247
617.794	0.441821
618.108	0.399813
618.421	0.346047
618.734	0.293045
619.048	0.254219
619.361	0.195844
619.674	0.120288
619.987	0.0524239
620.301	0.00286019
620.614	-0.0315075
620.927	-0.0801247
621.241	-0.125009
621.554	-0.180959
621.867	-0.234195
622.181	-0.306878
622.494	-0.344994
622.807	-0.372152
623.12	-0.395421
623.434	-0.447195
623.747	-0.423824
624.06	-0.420245
624.373	-0.42122
624.687	-0.421203
625	-0.463183
625.313	-0.456176
625.627	-0.420268
625.94	-0.417233
626.253	-0.413464
626.566	-0.375696
626.88	-0.337276
627.193	-0.290708
627.506	-0.237851
627.819	-0.205233
628.133	-0.170299
628.446	-0.108895
628.759	-0.0711227
629.073	0.0205954
629.386	0.06741
629.699	0.108047
630.013	0.180505
630.326	0.222459
630.639	0.148846
630.952	-0.149586
631.266	-0.189166
631.579	-0.204781
631.892	-0.19413
632.206	-0.151493
632.519	-0.186594
632.832	-0.201312
633.145	-0.184187
633.459	-0.219325
633.772	-0.273588
634.085	-0.314012
634.399	-0.277165
634.712	-0.256627
635.025	-0.224564
635.338	-0.176274
635.652	-0.226118
635.965	-0.337578
636.278	-0.441143
636.591	-0.579964
636.905	-0.670316
637.218	-0.751516
637.531	-0.823519
637.845	-0.905425
638.158	-0.918266
638.471	-0.964052
638.784	-0.978451
639.098	-1.00557
639.411	-0.941672
639.724	-0.855972
640.038	-0.76907
640.351	-0.693611
640.664	-0.620689
640.977	-0.508872
641.291	-0.45032
641.604	-0.399854
641.917	-0.346926
642.231	-0.274274
642.544	-0.183731
642.857	-0.130188
643.17	-0.0523483
643.484	-0.00119781
643.797	-0.00207638
644.11	0.0245267
644.424	0.0360772
644.737	0.085585
645.05	0.143471
645.363	0.157473
645.677	0.201798
645.99	0.201051
646.303	0.204067
646.616	0.187846
646.93	0.222378
647.243	0.242636
647.556	0.262611
647.87	0.259222
648.183	0.272587
648.496	0.277067
648.809	0.261139
649.123	0.24881
649.436	0.239336
649.749	0.219887
650.063	0.214521
650.376	0.212085
650.689	0.181785
651.003	0.170514
651.316	0.179386
651.629	0.156513
651.942	0.168952
652.256	0.185394
652.569	0.191988
652.882	0.174429
653.196	0.192475
653.509	0.205742
653.822	0.225063
654.135	0.239559
654.449	0.265562
654.762	0.257435
655.075	0.275893
655.389	0.266312
655.702	0.288669
656.015	0.302524
656.328	0.328845
656.642	0.320251
656.955	0.318232
657.268	0.345002
657.582	0.379868
657.895	0.362756
658.208	0.367013
658.521	0.383651
658.835	0.381997
659.148	0.397747
659.461	0.39163
659.774	0.37246
660.088	0.373525
660.401	0.361018
660.714	0.337751
661.028	0.263906
661.341	0.245565
661.654	0.20116
661.967	0.149246
662.281	0.102243
662.594	0.0417291
662.907	0.0100057
663.221	-0.0378898
663.534	-0.0766823
663.847	-0.149224
664.16	-0.235551
664.474	-0.291311
664.787	-0.387215
665.1	-0.446922
665.413	-0.559397
665.727	-0.666274
666.04	-0.793514
666.353	-0.870502
666.667	-0.973634
666.98	-1.06816
667.293	-1.12619
667.606	-1.18038
667.92	-1.23153
668.233	-1.25615
668.546	-1.25715
668.86	-1.23004
669.173	-1.17899
669.486	-1.12684
669.799	-1.01096
670.113	-0.912456
670.426	-0.80675
670.739	-0.64178
671.053	-0.353147
671.366	-0.155117
671.679	0.0159961
671.992	0.034812
672.306	0.0974574
672.619	0.343983
672.932	0.498361
673.246	0.580344
673.559	0.537663
673.872	0.555484
674.186	0.564133
674.499	0.472007
674.812	0.420897
675.125	0.369554
675.439	0.24646
675.752	0.234908
676.065	0.168238
676.378	0.0792146
676.692	0.0460173
677.005	0.0154916
677.318	-0.054346
677.632	-0.0341377
677.945	-0.0736007
678.258	-0.108451
678.571	-0.119889
678.885	-0.148174
679.198	-0.188223
679.511	-0.260792
679.825	-0.295193
680.138	-0.290497
680.451	-0.266571
680.764	-0.271609
681.078	-0.282789
681.391	-0.251291
681.704	-0.220235
682.018	-0.228646
682.331	-0.222454
682.644	-0.181177
682.957	-0.15704
683.271	-0.100397
683.584	-0.054733
683.897	-0.0595615
684.211	-0.0102651
684.524	0.00635281
684.837	0.0609677
685.15	0.125889
685.464	0.16895
685.777	0.22419
686.09	0.264
686.404	0.314257
686.717	0.342801
687.03	0.409821
687.343	0.443976
687.657	0.504472
687.97	0.557621
688.283	0.576075
688.596	0.622103
688.91	0.6315
689.223	0.640077
689.536	0.683614
689.85	0.70828
690.163	0.736276
690.476	0.713999
690.789	0.729062
691.103	0.766494
691.416	0.742754
691.729	0.772179
692.043	0.774652
692.356	0.766667
692.669	0.74016
692.982	0.775187
693.296	0.771522
693.609	0.777624
693.922	0.728011
694.236	0.713072
694.549	0.731211
694.862	0.678453
695.175	0.658284
695.489	0.620249
695.802	0.581896
696.115	0.556767
696.429	0.542567
696.742	0.480242
697.055	0.459378
697.368	0.451137
697.682	0.449796
697.995	0.417393
698.308	0.43184
698.622	0.410818
698.935	0.371024
699.248	0.350616
699.561	0.29576
699.875	0.282129
700.188	0.236349
700.501	0.222953
700.814	0.21873
701.128	0.184463
701.441	0.166702
701.754	0.115797
702.068	0.1028
702.381	0.125209
702.694	0.103466
703.008	0.0892393
703.321	0.0871026
703.634	0.114085
703.947	0.143115
704.261	0.132912
704.574	0.138159
704.887	0.174769
705.201	0.201426
705.514	0.19405
705.827	0.214258
706.14	0.259312
706.454	0.294846
706.767	0.311438
707.08	0.335271
707.394	0.350836
707.707	0.392594
708.02	0.411302
708.333	0.465052
708.647	0.534661
708.96	0.573615
709.273	0.596062
709.587	0.60175
709.9	0.59207
710.213	0.637627
710.526	0.680613
710.84	0.695969
711.153	0.716078
711.466	0.718001
711.779	0.739227
712.093	0.709975
712.406	0.723798
712.719	0.727982
713.033	0.738963
713.346	0.767403
713.659	0.783307
713.972	0.756829
714.286	0.769002
714.599	0.761251
714.912	0.762773
715.226	0.760541
715.539	0.787842
715.852	0.762934
716.165	0.75795
716.479	0.738696
716.792	0.699034
717.105	0.691428
717.418	0.656764
717.732	0.673875
718.045	0.615579
718.358	0.570736
718.672	0.528088
718.985	0.474701
719.298	0.426518
719.611	0.401183
719.925	0.32243
720.238	0.297544
720.551	0.241628
720.865	0.211239
721.178	0.127624
721.491	0.0577808
721.804	0.0280101
722.118	-0.00472937
722.431	-0.0292984
722.744	-0.0897058
723.058	-0.161966
723.371	-0.186871
723.684	-0.218809
723.997	-0.273994
724.311	-0.284012
724.624	-0.299156
724.937	-0.276356
725.251	-0.283555
725.564	-0.276726
725.877	-0.298692
726.191	-0.287031
726.504	-0.240461
726.817	-0.223411
727.13	-0.221055
727.444	-0.193723
727.757	-0.104491
728.07	-0.0706153
728.384	-0.0418505
728.697	0.00538091
729.01	0.0386538
729.323	0.0563183
729.637	0.074066
729.95	0.0898852
730.263	0.144244
730.576	0.160203
730.89	0.0987851
731.203	-0.209256
731.516	-0.301201
731.83	-0.319198
732.143	-0.335962
732.456	-0.28593
732.769	-0.343105
733.083	-0.371452
733.396	-0.396338
733.709	-0.413301
734.023	-0.44512
734.336	-0.485467
734.649	-0.46903
734.962	-0.418613
735.276	-0.42363
735.589	-0.332597
735.902	-0.379952
736.216	-0.508788
736.529	-0.629386
736.842	-0.759596
737.155	-0.879301
737.469	-0.933575
737.782	-0.966294
738.095	-1.04135
738.409	-1.0493
738.722	-1.10464
739.035	-1.07427
739.348	-1.07105
739.662	-1.03099
739.975	-0.917091
740.288	-0.806414
740.601	-0.714994
740.915	-0.603702
741.228	-0.516754
741.541	-0.420078
741.855	-0.389744
742.168	-0.291925
742.481	-0.198674
742.794	-0.123942
743.108	-0.0550834
743.421	-0.0039574
743.734	0.0557771
744.048	0.075911
744.361	0.108225
744.674	0.134101
744.987	0.157604
745.301	0.207164
745.614	0.239158
745.927	0.249536
746.241	0.277008
746.554	0.291852
746.867	0.287337
747.181	0.327919
747.494	0.315997
747.807	0.332857
748.12	0.340706
748.434	0.398591
748.747	0.391334
749.06	0.384111
749.373	0.410869
749.687	0.419118
750	0.396291
750.313	0.417499
750.627	0.42052
750.94	0.445626
751.253	0.415752
751.566	0.402955
751.88	0.392286
752.193	0.425498
752.506	0.463306
752.819	0.476367
753.133	0.49292
753.446	0.489346
753.759	0.482709
754.073	0.493854
754.386	0.549479
754.699	0.568134
755.013	0.586383
755.326	0.616491
755.639	0.596078
755.952	0.602366
756.266	0.633192
756.579	0.60659
756.892	0.57536
757.206	0.581057
757.519	0.591206
757.832	0.586361
758.145	0.58548
758.459	0.5567
758.772	0.595524
759.085	0.597662
759.399	0.568742
759.712	0.598005
760.025	0.568288
760.338	0.579131
760.652	0.524179
760.965	0.536315
761.278	0.544564
761.591	0.525212
761.905	0.484137
762.218	0.430688
762.531	0.393221
762.845	0.392232
763.158	0.326407
763.471	0.325145
763.784	0.271107
764.098	0.187642
764.411	0.10727
764.724	0.0508649
765.038	-0.00809693
765.351	-0.0792416
765.664	-0.178384
765.977	-0.273235
766.291	-0.396521
766.604	-0.507965
766.917	-0.603584
767.231	-0.723921
767.544	-0.801209
767.857	-0.882325
768.17	-0.913266
768.484	-0.924038
768.797	-0.964485
769.11	-0.951117
769.424	-0.926839
769.737	-0.868786
770.05	-0.765287
770.363	-0.641801
770.677	-0.52838
770.99	-0.407921
771.303	-0.253825
771.616	-0.181172
771.93	-0.0688114
772.243	0.205832
772.556	0.387591
772.87	0.651013
773.183	0.750947
773.496	0.832495
773.809	0.827885
774.123	0.812344
774.436	0.862356
774.749	0.82152
775.063	0.793771
775.376	0.753663
775.689	0.676696
776.003	0.624254
776.316	0.504278
776.629	0.313783
776.942	0.190371
777.256	0.129941
777.569	0.0750553
777.882	0.0407576
778.196	0.0251862
778.509	0.0174353
778.822	0.0404668
779.135	-0.017339
779.449	-0.0409498
779.762	-0.103731
780.075	-0.111768
780.389	-0.101935
780.702	-0.160004
781.015	-0.159865
781.328	-0.199884
781.642	-0.194057
781.955	-0.186253
782.268	-0.237861
782.582	-0.243203
782.895	-0.211052
783.208	-0.207295
783.521	-0.18011
783.835	-0.170559
784.148	-0.130876
784.461	-0.102221
784.774	-0.0568932
785.088	-0.0397502
785.401	-0.0118871
785.714	0.0255803
786.028	0.0555825
786.341	0.0934674
786.654	0.129576
786.967	0.159095
787.281	0.225575
787.594	0.262385
787.907	0.291261
788.221	0.321674
788.534	0.328028
788.847	0.364283
789.16	0.403474
789.474	0.438736
789.787	0.461048
790.1	0.467556
790.413	0.483368
790.727	0.473253
791.04	0.514824
791.353	0.537634
791.667	0.549848
791.98	0.548484
792.293	0.555261
792.606	0.557991
792.92	0.534486
793.233	0.500102
793.546	0.51855
793.86	0.51953
794.173	0.502997
794.486	0.457672
794.799	0.417296
795.113	0.386156
795.426	0.354492
795.739	0.329946
796.053	0.301201
796.366	0.267657
796.679	0.245534
796.992	0.203233
797.306	0.159532
797.619	0.143742
797.932	0.120143
798.246	0.109919
798.559	0.0589523
798.872	0.0471662
799.186	0.0081613
799.499	-0.011922
799.812	-0.0718236
800.125	-0.11085
800.439	-0.142949
800.752	-0.17426
801.065	-0.175498
801.378	-0.191926
801.692	-0.212925
802.005	-0.242164
802.318	-0.253034
802.632	-0.267476
802.945	-0.245169
803.258	-0.229162
803.571	-0.235061
803.885	-0.212289
804.198	-0.174253
804.511	-0.161082
804.825	-0.14968
805.138	-0.123236
805.451	-0.0943788
805.764	-0.101253
806.078	-0.0657798
806.391	-0.0534329
806.704	-0.059287
807.018	-0.000610218
807.331	0.0191901
807.644	0.0468101
807.957	0.0715393
808.271	0.0934126
808.584	0.15474
808.897	0.156367
809.211	0.174383
809.524	0.216794
809.837	0.248849
810.15	0.338893
810.464	0.356745
810.777	0.412947
811.09	0.438951
811.404	0.447295
811.717	0.500968
812.03	0.512442
812.343	0.536964
812.657	0.548682
812.97	0.574514
813.283	0.598414
813.596	0.606727
813.91	0.631356
814.223	0.637514
814.536	0.629679
814.85	0.682462
815.163	0.672529
815.476	0.677168
815.789	0.667841
816.103	0.645835
816.416	0.658108
816.729	0.656765
817.043	0.641428
817.356	0.617082
817.669	0.590335
817.982	0.554671
818.296	0.547441
818.609	0.512737
818.922	0.47651
819.236	0.445891
819.549	0.371846
819.862	0.302692
820.175	0.269691
820.489	0.241126
820.802	0.221625
821.115	0.151776
821.429	0.0955885
821.742	0.0264962
822.055	-0.043603
822.368	-0.0860415
822.682	-0.119989
822.995	-0.149572
823.308	-0.193094
823.622	-0.22826
823.935	-0.230282
824.248	-0.268786
824.561	-0.290987
824.875	-0.331406
825.188	-0.35052
825.501	-0.37279
825.814	-0.325138
826.128	-0.291975
826.441	-0.291271
826.754	-0.297372
827.068	-0.273991
827.381	-0.248975
827.694	-0.227947
828.008	-0.181705
828.321	-0.157487
828.634	-0.0996968
828.947	-0.0391691
829.261	0.00125848
829.574	0.0207417
829.887	0.0603557
830.201	0.121119
830.514	0.187176
830.827	0.257783
831.14	0.365163
831.454	0.389557
831.767	0.494247
832.08	0.575376
832.394	0.466728
832.707	0.255431
833.02	0.174961
833.333	0.210058
833.647	0.235231
833.96	0.264015
834.273	0.231648
834.587	0.227851
834.9	0.196279
835.213	0.180568
835.526	0.100915
835.84	0.0420542
836.153	0.0943364
836.466	0.0988636
836.779	0.157981
837.093	0.18095
837.406	0.111883
837.719	-0.014478
838.033	-0.160752
838.346	-0.276791
838.659	-0.36661
838.972	-0.447229
839.286	-0.49525
839.599	-0.556568
839.912	-0.609738
840.226	-0.638864
840.539	-0.656947
840.852	-0.611743
841.165	-0.558294
841.479	-0.514696
841.792	-0.457198
842.105	-0.355335
842.418	-0.262154
842.732	-0.193066
843.045	-0.114139
843.358	-0.0279169
843.672	0.0481048
843.985	0.100002
844.298	0.154001
844.611	0.207061
844.925	0.266751
845.238	0.322128
845.551	0.375113
845.865	0.438301
846.178	0.481272
846.491	0.508178
846.804	0.509845
847.118	0.512203
847.431	0.555739
847.744	0.575707
848.058	0.603685
848.371	0.649513
848.684	0.676511
848.997	0.701072
849.311	0.676513
849.624	0.663293
849.937	0.677262
850.251	0.658612
850.564	0.670868
850.877	0.686181
851.191	0.698477
851.504	0.720688
851.817	0.708172
852.13	0.712838
852.444	0.733873
852.757	0.730773
853.07	0.771978
853.384	0.800951
853.697	0.824005
854.01	0.831824
854.323	0.812527
854.637	0.818074
854.95	0.862272
855.263	0.871191
855.576	0.874443
855.89	0.864994
856.203	0.883331
856.516	0.874913
856.83	0.911316
857.143	0.895424
857.456	0.873835
857.769	0.868014
858.083	0.872722
858.396	0.895279
858.709	0.916541
859.023	0.939555
859.336	0.983416
859.649	0.985481
859.962	0.982293
860.276	0.977744
860.589	0.972057
860.902	0.978344
861.216	1.01235
861.529	1.02336
861.842	0.993211
862.155	0.971805
862.469	0.954789
862.782	0.927328
863.095	0.916167
863.409	0.858623
863.722	0.808994
864.035	0.787591
864.348	0.727758
864.662	0.628473
864.975	0.561004
865.288	0.472238
865.601	0.400531
865.915	0.312912
866.228	0.244492
866.541	0.150774
866.855	0.055444
867.168	-0.0217298
867.481	-0.155507
867.794	-0.291681
868.108	-0.435923
868.421	-0.552404
868.734	-0.663599
869.048	-0.720057
869.361	-0.798119
869.674	-0.848466
869.987	-0.89412
870.301	-0.938357
870.614	-0.959685
870.927	-0.960017
871.241	-0.935947
871.554	-0.853311
871.867	-0.717869
872.181	-0.617778
872.494	-0.507587
872.807	-0.362598
873.12	-0.0654341
873.434	0.122118
873.747	0.290664
874.06	0.284657
874.373	0.371876
874.687	0.556952
875	0.665568
875.313	0.752084
875.627	0.78701
875.94	0.797464
876.253	0.78542
876.566	0.755038
876.88	0.716997
877.193	0.616469
877.506	0.500871
877.819	0.443659
878.133	0.438643
878.446	0.40486
878.759	0.358784
879.073	0.300517
879.386	0.237718
879.699	0.222832
880.013	0.15374
880.326	0.0814661
880.639	0.0693652
880.952	0.0523401
881.266	0.031004
881.579	-0.0232946
881.892	-0.0357034
882.206	-0.0455074
882.519	-0.0720408
882.832	-0.117074
883.145	-0.0874528
883.459	-0.0779675
883.772	-0.0747878
884.085	-0.0573755
884.399	-0.0356186
884.712	-0.0211999
885.025	-0.0107506
885.338	0.00327682
885.652	0.0374308
885.965	0.0693799
886.278	0.117477
886.591	0.102706
886.905	0.130718
887.218	0.115117
887.531	0.136557
887.845	0.182093
888.158	0.171612
888.471	0.183202
888.784	0.197839
889.098	0.234243
889.411	0.238123
889.724	0.228324
890.038	0.219388
890.351	0.24742
890.664	0.255704
890.977	0.269021
891.291	0.279322
891.604	0.302766
891.917	0.301567
892.231	0.277792
892.544	0.251934
892.857	0.254157
893.17	0.27507
893.484	0.256802
893.797	0.229513
894.11	0.235683
894.424	0.196682
894.737	0.157915
895.05	0.169892
895.363	0.11324
895.677	0.114518
895.99	0.0600719
896.303	0.0401243
896.616	-0.0109859
896.93	-0.043757
897.243	-0.0704013
897.556	-0.144403
897.87	-0.172569
898.183	-0.201786
898.496	-0.217012
898.809	-0.230042
899.123	-0.278348
899.436	-0.309729
899.749	-0.366244
900.063	-0.417184
900.376	-0.433311
900.689	-0.453738
901.003	-0.490469
901.316	-0.529176
901.629	-0.546339
901.942	-0.58068
902.256	-0.658289
902.569	-0.670105
902.882	-0.697154
903.196	-0.712769
903.509	-0.724718
903.822	-0.733986
904.135	-0.737291
904.449	-0.716705
904.762	-0.713596
